edge_index,u_lon,u_lat,v_lon,v_lat
0,-122.390902,37.7860172,-122.3646896,37.8104574
1,-122.390902,37.7860172,-122.3915799,37.7855817
2,-122.390902,37.7860172,-122.3928105,37.783721
3,-122.4236705,37.731371,-122.4203647,37.7316169
4,-122.4236705,37.731371,-122.415164,37.7320411
5,-122.4236705,37.731371,-122.4321016,37.7320575
6,-122.4132611,37.7327065,-122.4015296,37.7379996
7,-122.4132611,37.7327065,-122.4076986,37.740917
8,-122.4132611,37.7327065,-122.4141894,37.7323228
9,-122.4034504,37.8050417,-122.4036563,37.8049634
10,-122.4034504,37.8050417,-122.4033518,37.805123
11,-122.4034504,37.8050417,-122.4031918,37.8048548
12,-122.4034504,37.8050417,-122.4059603,37.8066266
13,-122.4034504,37.8050417,-122.403462,37.8044904
14,-122.4164837,37.7990541,-122.417328,37.7989484
15,-122.3911917,37.7705805,-122.3911048,37.7696737
16,-122.3911917,37.7705805,-122.3912318,37.7709988
17,-122.3911917,37.7705805,-122.3895885,37.7706766
18,-122.3911917,37.7705805,-122.3928533,37.7704808
19,-122.3927659,37.7695721,-122.3911048,37.7696737
20,-122.3927659,37.7695721,-122.3944287,37.7694731
21,-122.3927659,37.7695721,-122.3928533,37.7704808
22,-122.3911048,37.7696737,-122.3909224,37.7677721
23,-122.3911048,37.7696737,-122.3895013,37.7697631
24,-122.3894111,37.7711091,-122.3896285,37.771096
25,-122.3894111,37.7711091,-122.3895081,37.7720119
26,-122.3894111,37.7711091,-122.3893699,37.7706897
27,-122.3894111,37.7711091,-122.3878323,37.7712048
28,-122.3866019,37.771278,-122.3878323,37.7712048
29,-122.3866019,37.771278,-122.3869899,37.7721675
30,-122.3866019,37.771278,-122.3864767,37.7708625
31,-122.3864767,37.7708625,-122.3863311,37.7690188
32,-122.3864767,37.7708625,-122.387792,37.7707844
33,-122.3863311,37.7690188,-122.3876163,37.7689303
34,-122.3863311,37.7690188,-122.3861439,37.7671089
35,-122.3876163,37.7689303,-122.387792,37.7707844
36,-122.3876163,37.7689303,-122.3891909,37.768836
37,-122.4118788,37.8053702,-122.413529,37.8051503
38,-122.4118788,37.8053702,-122.4119718,37.8058335
39,-122.4118788,37.8053702,-122.4117828,37.8048939
40,-122.413529,37.8051503,-122.4136195,37.8056285
41,-122.413529,37.8051503,-122.4134294,37.804684
42,-122.386139,37.723583,-122.386628,37.72304
43,-122.386628,37.72304,-122.388515,37.7241122
44,-122.386628,37.72304,-122.3854326,37.7223841
45,-122.388419,37.7212302,-122.3901961,37.7222322
46,-122.3894613,37.7199375,-122.3907642,37.7216048
47,-122.3894613,37.7199375,-122.3913223,37.7209788
48,-122.3894613,37.7199375,-122.39002,37.719298
49,-122.3894613,37.7199375,-122.3891202,37.7196961
50,-122.39002,37.719298,-122.3868718,37.7175052
51,-122.39002,37.719298,-122.39187,37.720349
52,-122.39002,37.719298,-122.390564,37.718688
53,-122.390564,37.718688,-122.392418,37.71974
54,-122.390564,37.718688,-122.391135,37.7180602
55,-122.390564,37.718688,-122.3900046,37.7183391
56,-122.391135,37.7180602,-122.3915575,37.7175683
57,-122.391135,37.7180602,-122.3920565,37.7185891
58,-122.391135,37.7180602,-122.3892847,37.7169629
59,-122.391593,37.7175125,-122.3915575,37.7175683
60,-122.391593,37.7175125,-122.3900339,37.7161347
61,-122.391593,37.7175125,-122.3924653,37.7178997
62,-122.391593,37.7175125,-122.3920687,37.7169524
63,-122.381564,37.728678,-122.383431,37.729738
64,-122.381564,37.728678,-122.3800251,37.7278041
65,-122.381564,37.728678,-122.382126,37.728051
66,-122.382126,37.728051,-122.383994,37.729112
67,-122.382126,37.728051,-122.3817151,37.7278135
68,-122.382126,37.728051,-122.382687,37.727425
69,-122.382687,37.727425,-122.383248,37.726798
70,-122.382687,37.727425,-122.384556,37.728486
71,-122.382687,37.727425,-122.3823643,37.7272499
72,-122.383248,37.726798,-122.38381,37.726171
73,-122.383248,37.726798,-122.385119,37.72786
74,-122.383248,37.726798,-122.381377,37.725736
75,-122.38381,37.726171,-122.381939,37.725108
76,-122.38381,37.726171,-122.385682,37.727233
77,-122.3851264,37.7250218,-122.386828,37.7259918
78,-122.376989,37.7336422,-122.3768876,37.7327028
79,-122.376989,37.7336422,-122.377614,37.7368343
80,-122.376989,37.7336422,-122.3776537,37.7330737
81,-122.3776537,37.7330737,-122.378354,37.73347
82,-122.3776537,37.7330737,-122.3768876,37.7327028
83,-122.4687333,37.752212,-122.4690369,37.7509076
84,-122.4687333,37.752212,-122.4691197,37.7529373
85,-122.4687333,37.752212,-122.4676348,37.7516387
86,-122.4690178,37.7508087,-122.4690369,37.7509076
87,-122.4690178,37.7508087,-122.4708872,37.7508889
88,-122.4690178,37.7508087,-122.4686316,37.7508352
89,-122.4686316,37.7508352,-122.4685327,37.7492161
90,-122.4686316,37.7508352,-122.4674013,37.7490316
91,-122.4684993,37.7489418,-122.4683702,37.74708
92,-122.4684993,37.7489418,-122.4695653,37.7489068
93,-122.4684993,37.7489418,-122.4674013,37.7490316
94,-122.4683702,37.74708,-122.4665996,37.7472974
95,-122.4683702,37.74708,-122.4684417,37.7471018
96,-122.4711296,37.7863889,-122.4711296,37.7863889
97,-122.4711296,37.7863889,-122.470059,37.7864373
98,-122.4711296,37.7863889,-122.4722023,37.7863403
99,-122.4711296,37.7863889,-122.4709958,37.7845276
100,-122.4709958,37.7845276,-122.4708615,37.7826596
101,-122.4709958,37.7845276,-122.4720688,37.7844788
102,-122.4709958,37.7845276,-122.4699247,37.7845762
103,-122.4708615,37.7826596,-122.4719349,37.7826118
104,-122.4708615,37.7826596,-122.46979,37.7827083
105,-122.4708615,37.7826596,-122.4707277,37.7807976
106,-122.4705849,37.778812,-122.4716588,37.7787631
107,-122.4705849,37.778812,-122.4695124,37.7788608
108,-122.4705849,37.778812,-122.4704505,37.7769424
109,-122.4705849,37.778812,-122.4707189,37.7806758
110,-122.4704505,37.7769424,-122.4693775,37.7769911
111,-122.4704505,37.7769424,-122.4715248,37.7768937
112,-122.4704505,37.7769424,-122.4703166,37.7750785
113,-122.4703166,37.7750785,-122.4713911,37.7750296
114,-122.4703166,37.7750785,-122.469243,37.7751274
115,-122.4703166,37.7750785,-122.4701823,37.7732107
116,-122.4682103,37.7448686,-122.4681611,37.744127
117,-122.4681611,37.744127,-122.4681124,37.7433923
118,-122.4681611,37.744127,-122.4661642,37.7442903
119,-122.4681124,37.7433923,-122.4678017,37.7434179
120,-122.4681124,37.7433923,-122.4691826,37.743342
121,-122.4696804,37.7658342,-122.4696741,37.7657439
122,-122.4696804,37.7658342,-122.4707492,37.7657869
123,-122.4696804,37.7658342,-122.4686071,37.7658816
124,-122.469545,37.7639075,-122.46942,37.762106
125,-122.469545,37.7639075,-122.4696741,37.7657439
126,-122.469545,37.7639075,-122.4706153,37.7638603
127,-122.469545,37.7639075,-122.4684732,37.7639549
128,-122.4692852,37.7601763,-122.4703559,37.7601289
129,-122.4692852,37.7601763,-122.4682138,37.7602235
130,-122.4692852,37.7601763,-122.4691548,37.7583097
131,-122.4692852,37.7601763,-122.469411,37.7619775
132,-122.4691548,37.7583097,-122.4690246,37.7564454
133,-122.4691548,37.7583097,-122.470226,37.7582599
134,-122.4691548,37.7583097,-122.468084,37.7583569
135,-122.4690246,37.7564454,-122.4700967,37.7563982
136,-122.4690246,37.7564454,-122.4679545,37.7564925
137,-122.4690246,37.7564454,-122.4689545,37.7552316
138,-122.4689545,37.7552316,-122.4700302,37.7554422
139,-122.4689545,37.7552316,-122.4684912,37.755052
140,-122.4084965,37.7749327,-122.4083293,37.7747987
141,-122.4083293,37.7747987,-122.4077779,37.7743588
142,-122.4083293,37.7747987,-122.4090894,37.774201
143,-122.4077779,37.7743588,-122.4085358,37.7737601
144,-122.4077779,37.7743588,-122.4068387,37.7751007
145,-122.4815695,37.7906893,-122.4809354,37.790563
146,-122.4815695,37.7906893,-122.4822935,37.7887596
147,-122.4815695,37.7906893,-122.4810574,37.7922152
148,-122.4809354,37.790563,-122.4808543,37.7906099
149,-122.4809354,37.790563,-122.4810111,37.790065
150,-122.3863226,37.7110786,-122.3908983,37.7103454
151,-122.3863226,37.7110786,-122.3887832,37.7146402
152,-122.3863226,37.7110786,-122.3863094,37.7171906
153,-122.3900339,37.7161347,-122.3899678,37.7162057
154,-122.3900339,37.7161347,-122.389513,37.715576
155,-122.3924653,37.7178997,-122.39261,37.7179691
156,-122.3924653,37.7178997,-122.3915575,37.7175683
157,-122.39261,37.7179691,-122.3920565,37.7185891
158,-122.39261,37.7179691,-122.393545,37.718487
159,-122.39261,37.7179691,-122.3929618,37.7175528
160,-122.393545,37.718487,-122.3954611,37.7195594
161,-122.393545,37.718487,-122.393005,37.7191263
162,-122.3954611,37.7195594,-122.396563,37.7201803
163,-122.3954611,37.7195594,-122.3960193,37.718938
164,-122.3954611,37.7195594,-122.394878,37.7201917
165,-122.397309,37.7206065,-122.3996007,37.7208905
166,-122.397309,37.7206065,-122.39708,37.7208831
167,-122.397309,37.7206065,-122.3981471,37.7210817
168,-122.397309,37.7206065,-122.3967511,37.7202911
169,-122.4501293,37.7204823,-122.4509487,37.7208128
170,-122.4501293,37.7204823,-122.4493019,37.7201484
171,-122.4501293,37.7204823,-122.4493321,37.7217247
172,-122.4501293,37.7204823,-122.450852,37.7193559
173,-122.450852,37.7193559,-122.450024,37.719021
174,-122.450852,37.7193559,-122.452668,37.7173803
175,-122.450852,37.7193559,-122.451667,37.7196858
176,-122.4562632,37.7965829,-122.457089,37.79691
177,-122.4562632,37.7965829,-122.4576569,37.7941248
178,-122.4562632,37.7965829,-122.4558876,37.7965605
179,-122.426389,37.7336837,-122.4261204,37.7339607
180,-122.426389,37.7336837,-122.42504,37.7335453
181,-122.426389,37.7336837,-122.4291659,37.7308965
182,-122.426389,37.7336837,-122.4277144,37.733566
183,-122.4277144,37.733566,-122.4276309,37.7330045
184,-122.4277144,37.733566,-122.4285745,37.7334845
185,-122.4277144,37.733566,-122.427413,37.7345217
186,-122.4285745,37.7334845,-122.429433,37.733403
187,-122.4285745,37.7334845,-122.429433,37.733403
188,-122.4285745,37.7334845,-122.42875,37.7346392
189,-122.4311489,37.73318,-122.4310745,37.7327019
190,-122.4311489,37.73318,-122.430294,37.7333214
191,-122.4311489,37.73318,-122.4319773,37.7330011
192,-122.4319773,37.7330011,-122.4328258,37.7333561
193,-122.4319773,37.7330011,-122.4319562,37.7325699
194,-122.4319773,37.7330011,-122.432369,37.733061
195,-122.4328258,37.7333561,-122.4328983,37.7332636
196,-122.4328258,37.7333561,-122.4331925,37.7334317
197,-122.4328258,37.7333561,-122.4316382,37.733783
198,-122.4341379,37.7336038,-122.4341673,37.7335102
199,-122.4341379,37.7336038,-122.4349924,37.7337754
200,-122.4341379,37.7336038,-122.434058,37.7338959
201,-122.4341379,37.7336038,-122.4331925,37.7334317
202,-122.4349924,37.7337754,-122.4350256,37.7336703
203,-122.4349924,37.7337754,-122.4349004,37.7340671
204,-122.4349924,37.7337754,-122.4358414,37.7339126
205,-122.4366692,37.7340737,-122.4366886,37.734009
206,-122.4366692,37.7340737,-122.4393453,37.7347756
207,-122.4366692,37.7340737,-122.4358414,37.7339126
208,-122.4399937,37.7348747,-122.4419063,37.7359776
209,-122.4399937,37.7348747,-122.438435,37.7343496
210,-122.4399937,37.7348747,-122.4410957,37.7349852
211,-122.4399937,37.7348747,-122.4399432,37.7349834
212,-122.4399937,37.7348747,-122.4393453,37.7347756
213,-122.4419063,37.7359776,-122.4416087,37.7366713
214,-122.4419063,37.7359776,-122.4436261,37.7365048
215,-122.4316897,37.7316437,-122.4314161,37.7310141
216,-122.4316897,37.7316437,-122.4313198,37.7317887
217,-122.4316897,37.7316437,-122.4317878,37.7319597
218,-122.432147,37.7322495,-122.4405741,37.7297331
219,-122.432147,37.7322495,-122.4365434,37.7315777
220,-122.432147,37.7322495,-122.4248173,37.7315498
221,-122.438435,37.7343496,-122.4385189,37.734075
222,-122.438435,37.7343496,-122.4366886,37.734009
223,-122.455928,37.708354,-122.4576804,37.709549
224,-122.455928,37.708354,-122.455431,37.708821
225,-122.4576804,37.709549,-122.4592385,37.7096633
226,-122.4576804,37.709549,-122.4582605,37.7090089
227,-122.4576804,37.709549,-122.457058,37.710061
228,-122.4576804,37.709549,-122.4574731,37.7098244
229,-122.3719647,37.733143,-122.3733653,37.7315898
230,-122.3739205,37.7309563,-122.3733653,37.7315898
231,-122.3739205,37.7309563,-122.3757873,37.7320175
232,-122.3739205,37.7309563,-122.372006,37.729874
233,-122.3779849,37.7266122,-122.379697,37.727618
234,-122.3863094,37.7171906,-122.3857607,37.7177937
235,-122.3863094,37.7171906,-122.3868718,37.7175052
236,-122.3851901,37.7184431,-122.3846138,37.7190792
237,-122.3851901,37.7184431,-122.3857607,37.7177937
238,-122.3851901,37.7184431,-122.3856937,37.7187272
239,-122.4500385,37.7511437,-122.4495919,37.7541308
240,-122.4500385,37.7511437,-122.4502638,37.7498373
241,-122.4500385,37.7511437,-122.450025,37.7539356
242,-122.4495919,37.7541308,-122.4495596,37.7558779
243,-122.4495919,37.7541308,-122.450025,37.7539356
244,-122.4535131,37.7445991,-122.4536402,37.7445113
245,-122.4535131,37.7445991,-122.4546264,37.7446753
246,-122.4535131,37.7445991,-122.452676,37.7451105
247,-122.4526894,37.7438716,-122.4534726,37.7434229
248,-122.4526894,37.7438716,-122.4516395,37.744503
249,-122.4526894,37.7438716,-122.4516137,37.7436084
250,-122.4526894,37.7438716,-122.4533468,37.7445585
251,-122.4301235,37.7644163,-122.4297945,37.7644367
252,-122.4301235,37.7644163,-122.430091,37.7640853
253,-122.4301235,37.7644163,-122.4309164,37.7643693
254,-122.4016133,37.7778393,-122.398188,37.7795605
255,-122.4016133,37.7778393,-122.3950027,37.7832173
256,-122.4016133,37.7778393,-122.4043362,37.7763807
257,-122.400319,37.7778095,-122.398188,37.7795605
258,-122.400319,37.7778095,-122.3950027,37.7832173
259,-122.400319,37.7778095,-122.3997752,37.7773873
260,-122.400319,37.7778095,-122.401857,37.7790353
261,-122.400319,37.7778095,-122.4014329,37.776919
262,-122.4259102,37.7746045,-122.4260018,37.7750597
263,-122.4259102,37.7746045,-122.4258171,37.7741418
264,-122.4259102,37.7746045,-122.4243081,37.7748083
265,-122.4259102,37.7746045,-122.4275514,37.7743958
266,-122.423325,37.7718656,-122.423402,37.7719864
267,-122.423325,37.7718656,-122.422636,37.7723984
268,-122.423325,37.7718656,-122.415725,37.7696352
269,-122.423325,37.7718656,-122.423409,37.7717996
270,-122.4198591,37.7703896,-122.4197717,37.7706376
271,-122.4198591,37.7703896,-122.4201964,37.7704197
272,-122.4198591,37.7703896,-122.419912,37.770197
273,-122.4080303,37.7391115,-122.4076986,37.740917
274,-122.4080303,37.7391115,-122.4064688,37.7348663
275,-122.4080303,37.7391115,-122.407165,37.7364576
276,-122.467236,37.7996087,-122.4673998,37.7993627
277,-122.467236,37.7996087,-122.4670228,37.8016779
278,-122.467236,37.7996087,-122.46356,37.801642
279,-122.467236,37.7996087,-122.4691454,37.8009653
280,-122.474293,37.719809,-122.474722,37.7195545
281,-122.474293,37.719809,-122.4745404,37.7211911
282,-122.474293,37.719809,-122.4736276,37.7199723
283,-122.3940468,37.7852059,-122.3946383,37.784741
284,-122.3940468,37.7852059,-122.3931245,37.7859393
285,-122.3940468,37.7852059,-122.3915799,37.7855817
286,-122.3940468,37.7852059,-122.3957794,37.7862969
287,-122.432678,37.712886,-122.4319661,37.7127816
288,-122.432678,37.712886,-122.4330653,37.7129675
289,-122.432678,37.712886,-122.4328264,37.7126516
290,-122.4330165,37.7127244,-122.4328264,37.7126516
291,-122.4330165,37.7127244,-122.433453,37.7121183
292,-122.4330165,37.7127244,-122.4330653,37.7129675
293,-122.4330165,37.7127244,-122.4337622,37.7131191
294,-122.4939058,37.7332051,-122.4938307,37.7321324
295,-122.4939058,37.7332051,-122.4942733,37.7338168
296,-122.4939058,37.7332051,-122.4940247,37.7349027
297,-122.4055609,37.7491621,-122.4065082,37.748957
298,-122.4055609,37.7491621,-122.4062037,37.7511079
299,-122.4055609,37.7491621,-122.4047289,37.7490981
300,-122.4065082,37.748957,-122.4067218,37.7488329
301,-122.4065082,37.748957,-122.4069318,37.7497446
302,-122.4067512,37.7487187,-122.4063179,37.7478862
303,-122.4067512,37.7487187,-122.4063861,37.7488295
304,-122.4067512,37.7487187,-122.4079037,37.74833
305,-122.4027136,37.7520812,-122.402861,37.7533449
306,-122.4027136,37.7520812,-122.4029714,37.7495355
307,-122.4027136,37.7520812,-122.40355,37.7481295
308,-122.4029714,37.7495355,-122.4053526,37.7491264
309,-122.4029714,37.7495355,-122.4028981,37.7495249
310,-122.4035409,37.7490088,-122.402533,37.749384
311,-122.4035409,37.7490088,-122.4038924,37.7498639
312,-122.4035409,37.7490088,-122.4036361,37.7479122
313,-122.4038924,37.7498639,-122.404051,37.7484136
314,-122.4038924,37.7498639,-122.4033474,37.7514659
315,-122.4033474,37.7514659,-122.40411,37.7496784
316,-122.4033474,37.7514659,-122.4030484,37.7521683
317,-122.40411,37.7496784,-122.4053526,37.7491264
318,-122.40411,37.7496784,-122.405365,37.7495773
319,-122.401857,37.7790353,-122.4023944,37.7786114
320,-122.401857,37.7790353,-122.402394,37.7794765
321,-122.401857,37.7790353,-122.3970858,37.7818136
322,-122.401857,37.7790353,-122.399635,37.7807911
323,-122.3970858,37.7818136,-122.4019545,37.7780943
324,-122.3970858,37.7818136,-122.3918487,37.7854613
325,-122.4743876,37.7175065,-122.4753237,37.7174073
326,-122.4743876,37.7175065,-122.4742835,37.7168855
327,-122.4743876,37.7175065,-122.4755454,37.7189708
328,-122.491574,37.7337798,-122.4923034,37.7319795
329,-122.491574,37.7337798,-122.4914549,37.7339411
330,-122.491574,37.7337798,-122.4914547,37.7320168
331,-122.4048807,37.768536,-122.4039224,37.7685976
332,-122.4048807,37.768536,-122.4057325,37.7684859
333,-122.4048807,37.768536,-122.404757,37.7672565
334,-122.4048807,37.768536,-122.4049953,37.7697218
335,-122.4043129,37.7463266,-122.4038324,37.7460665
336,-122.4043129,37.7463266,-122.4042207,37.7451801
337,-122.4043129,37.7463266,-122.403888,37.7481512
338,-122.4038324,37.7460665,-122.40367,37.7472927
339,-122.4038324,37.7460665,-122.4039108,37.7457071
340,-122.3967418,37.7431804,-122.3970077,37.742884
341,-122.3967418,37.7431804,-122.3982582,37.743958
342,-122.3967418,37.7431804,-122.3963162,37.7436346
343,-122.3967418,37.7431804,-122.3951408,37.7421702
344,-122.460801,37.8000521,-122.4610145,37.7993977
345,-122.460801,37.8000521,-122.4611674,37.7999664
346,-122.460801,37.8000521,-122.4605109,37.8001165
347,-122.460801,37.8000521,-122.4607329,37.8003764
348,-122.4611674,37.7999664,-122.4614655,37.7999021
349,-122.4611674,37.7999664,-122.4614655,37.7999021
350,-122.495416,37.73375,-122.4938307,37.7321324
351,-122.495416,37.73375,-122.4942733,37.7338168
352,-122.495416,37.73375,-122.4957436,37.7337293
353,-122.4938307,37.7321324,-122.4938153,37.7319131
354,-122.4072528,37.7375715,-122.4069561,37.7376369
355,-122.4072528,37.7375715,-122.4077783,37.7378085
356,-122.4072528,37.7375715,-122.406999,37.7378917
357,-122.4072528,37.7375715,-122.4070981,37.7364054
358,-122.408838,37.7357844,-122.410742,37.734732
359,-122.408838,37.7357844,-122.4123347,37.7334131
360,-122.408838,37.7357844,-122.4081755,37.7392329
361,-122.4753016,37.8066603,-122.4754212,37.8063379
362,-122.4753016,37.8066603,-122.4750057,37.8064547
363,-122.4753016,37.8066603,-122.4763172,37.8076538
364,-122.4754212,37.8063379,-122.4747347,37.8063224
365,-122.4754212,37.8063379,-122.4756609,37.8044147
366,-122.4754212,37.8063379,-122.4748103,37.8076105
367,-122.4747347,37.8063224,-122.472363,37.8043131
368,-122.4747347,37.8063224,-122.4751768,37.806755
369,-122.4747347,37.8063224,-122.4749,37.806571
370,-122.4747347,37.8063224,-122.4752267,37.8067146
371,-122.4747347,37.8063224,-122.4750057,37.8064547
372,-122.4743306,37.8069934,-122.4750049,37.8069452
373,-122.4743306,37.8069934,-122.4741623,37.8073076
374,-122.4743306,37.8069934,-122.4739785,37.8071486
375,-122.4738858,37.8072131,-122.4739785,37.8071486
376,-122.4738858,37.8072131,-122.4748103,37.8076105
377,-122.4738858,37.8072131,-122.4732148,37.8067707
378,-122.4060675,37.7739075,-122.4049008,37.7743967
379,-122.4060675,37.7739075,-122.4054471,37.7748326
380,-122.4060675,37.7739075,-122.4065756,37.7730919
381,-122.4049008,37.7743967,-122.4043547,37.7746083
382,-122.4049008,37.7743967,-122.4054471,37.7748326
383,-122.4049008,37.7743967,-122.404762,37.7742861
384,-122.4054471,37.7748326,-122.406308,37.7755198
385,-122.4043362,37.7763807,-122.4066657,37.7727807
386,-122.4043362,37.7763807,-122.4065756,37.7730919
387,-122.4220731,37.7499176,-122.421391,37.749962
388,-122.4088531,37.7368462,-122.408155,37.7358849
389,-122.4088531,37.7368462,-122.409733,37.7355192
390,-122.4088531,37.7368462,-122.40819,37.7376659
391,-122.399635,37.7807911,-122.4019545,37.7780943
392,-122.399635,37.7807911,-122.3990391,37.7803909
393,-122.399635,37.7807911,-122.3991456,37.780354
394,-122.399635,37.7807911,-122.3983653,37.781794
395,-122.399635,37.7807911,-122.4001585,37.7812114
396,-122.3979855,37.7181861,-122.3972303,37.7177568
397,-122.3979855,37.7181861,-122.3974365,37.7188124
398,-122.3979855,37.7181861,-122.3981949,37.7168264
399,-122.3981949,37.7168264,-122.3988315,37.7152064
400,-122.3981949,37.7168264,-122.3954779,37.7111041
401,-122.4365434,37.7315777,-122.4366524,37.7315052
402,-122.4365434,37.7315777,-122.4369321,37.7316363
403,-122.4365434,37.7315777,-122.4358939,37.7319087
404,-122.4307097,37.7340042,-122.4344721,37.7325415
405,-122.4307097,37.7340042,-122.432753,37.7330128
406,-122.4307097,37.7340042,-122.4293279,37.7346728
407,-122.4344721,37.7325415,-122.4349349,37.7323527
408,-122.4344721,37.7325415,-122.4341673,37.7335102
409,-122.4344721,37.7325415,-122.4349839,37.7322388
410,-122.4312732,37.7335455,-122.430294,37.7333214
411,-122.4312732,37.7335455,-122.4295881,37.7343687
412,-122.4312732,37.7335455,-122.4349839,37.7322388
413,-122.4312732,37.7335455,-122.4325611,37.7328863
414,-122.436591,37.743904,-122.437662,37.7436644
415,-122.4326633,37.7345445,-122.4328524,37.7340396
416,-122.4326633,37.7345445,-122.4338863,37.7345113
417,-122.4326633,37.7345445,-122.4324361,37.7345538
418,-122.4715158,37.7142281,-122.4722961,37.7163741
419,-122.4715158,37.7142281,-122.4698369,37.7127383
420,-122.4715158,37.7142281,-122.4712324,37.7129786
421,-122.4698369,37.7127383,-122.4709658,37.712818
422,-122.4698369,37.7127383,-122.4670964,37.7124771
423,-122.392499,37.751285,-122.3920194,37.7516609
424,-122.392499,37.751285,-122.3926171,37.7519531
425,-122.392499,37.751285,-122.3924236,37.7507144
426,-122.3920194,37.7516609,-122.3920742,37.7505284
427,-122.3920194,37.7516609,-122.3926171,37.7519531
428,-122.3920742,37.7505284,-122.4021743,37.7374927
429,-122.3920742,37.7505284,-122.3924632,37.7562539
430,-122.387792,37.7707844,-122.3878323,37.7712048
431,-122.387792,37.7707844,-122.3893699,37.7706897
432,-122.4503458,37.7933396,-122.4503161,37.7936516
433,-122.4503458,37.7933396,-122.45216,37.795262
434,-122.4503161,37.7936516,-122.4517968,37.7953811
435,-122.4503161,37.7936516,-122.4520364,37.7951445
436,-122.3924632,37.7562539,-122.3922441,37.7533476
437,-122.3924632,37.7562539,-122.3925696,37.7606346
438,-122.3922441,37.7533476,-122.392734,37.7531466
439,-122.3922441,37.7533476,-122.3927828,37.7537182
440,-122.3927828,37.7537182,-122.3928809,37.7551057
441,-122.3927828,37.7537182,-122.392734,37.7531466
442,-122.3906908,37.7526646,-122.3911647,37.7526361
443,-122.3906908,37.7526646,-122.3897159,37.7527267
444,-122.3906908,37.7526646,-122.3907243,37.7528788
445,-122.3906908,37.7526646,-122.3905816,37.7513903
446,-122.3919907,37.7558297,-122.3918937,37.755163
447,-122.3919907,37.7558297,-122.3921543,37.7574537
448,-122.394533,37.7663056,-122.3930806,37.7633265
449,-122.394533,37.7663056,-122.3925696,37.7606346
450,-122.394533,37.7663056,-122.3952917,37.7669154
451,-122.3930806,37.7633265,-122.3936734,37.7632954
452,-122.3930806,37.7633265,-122.3929587,37.7627923
453,-122.3929587,37.7627923,-122.3923685,37.7628271
454,-122.3929587,37.7627923,-122.3936217,37.7627555
455,-122.393181,37.7640696,-122.3925696,37.7606346
456,-122.393181,37.7640696,-122.3937569,37.764035
457,-122.393181,37.7640696,-122.392488,37.7641169
458,-122.406891,37.7690186,-122.4112914,37.7694998
459,-122.406891,37.7690186,-122.408536,37.7713009
460,-122.406891,37.7690186,-122.4048497,37.7653678
461,-122.408536,37.7713009,-122.4100831,37.7725377
462,-122.408536,37.7713009,-122.4069946,37.7725204
463,-122.408536,37.7713009,-122.4091395,37.7708243
464,-122.408536,37.7713009,-122.4069977,37.77007
465,-122.4097443,37.7703545,-122.4083342,37.7692104
466,-122.4097443,37.7703545,-122.4091395,37.7708243
467,-122.4097443,37.7703545,-122.4054914,37.7673212
468,-122.4097443,37.7703545,-122.4108749,37.7694301
469,-122.4097443,37.7703545,-122.4112871,37.7715867
470,-122.3997663,37.7189831,-122.3998215,37.7181587
471,-122.3997663,37.7189831,-122.3999152,37.72151
472,-122.3997663,37.7189831,-122.3967511,37.7202911
473,-122.3989424,37.7188433,-122.3996007,37.7208905
474,-122.3989424,37.7188433,-122.3985522,37.7167576
475,-122.3989424,37.7188433,-122.3978093,37.714926
476,-122.4546,37.802174,-122.4561941,37.8015754
477,-122.4546,37.802174,-122.4542262,37.8042167
478,-122.4546,37.802174,-122.4549695,37.8010463
479,-122.4050938,37.7448578,-122.40367,37.7472927
480,-122.4050938,37.7448578,-122.402861,37.7533449
481,-122.4050938,37.7448578,-122.4076986,37.740917
482,-122.4035955,37.7474869,-122.4035413,37.7477045
483,-122.4035955,37.7474869,-122.4036361,37.7479122
484,-122.4035955,37.7474869,-122.4033162,37.7473068
485,-122.4035955,37.7474869,-122.40367,37.7472927
486,-122.4036361,37.7479122,-122.4047289,37.7490981
487,-122.4937514,37.7332119,-122.4938703,37.7349045
488,-122.4937514,37.7332119,-122.4936753,37.7321258
489,-122.4937514,37.7332119,-122.4933422,37.7338573
490,-122.4924804,37.7338951,-122.4914549,37.7339411
491,-122.4924804,37.7338951,-122.4936753,37.7321258
492,-122.4924804,37.7338951,-122.4933422,37.7338573
493,-122.4936753,37.7321258,-122.4936608,37.7319199
494,-122.415725,37.7696352,-122.419444,37.7702305
495,-122.415725,37.7696352,-122.4112914,37.7694998
496,-122.3996997,37.7177066,-122.3979823,37.7148006
497,-122.3996997,37.7177066,-122.399322,37.7162301
498,-122.3996997,37.7177066,-122.3998215,37.7181587
499,-122.4558876,37.7965605,-122.4556791,37.7947485
500,-122.4558876,37.7965605,-122.4547136,37.79707
501,-122.4741623,37.8073076,-122.4739785,37.8071486
502,-122.4741623,37.8073076,-122.4748103,37.8076105
503,-122.4651976,37.798255,-122.4650911,37.7983698
504,-122.4651976,37.798255,-122.4627791,37.8008617
505,-122.4651976,37.798255,-122.4659178,37.7991042
506,-122.4627791,37.8008617,-122.4637634,37.8014231
507,-122.4627791,37.8008617,-122.463223,37.8003832
508,-122.4627791,37.8008617,-122.461687,37.8011059
509,-122.4637634,37.8014231,-122.4649029,37.8001966
510,-122.4637634,37.8014231,-122.4662955,37.7993847
511,-122.4637634,37.8014231,-122.46356,37.801642
512,-122.4662955,37.7993847,-122.4673998,37.7993627
