lon,lat,v
113.5324156,22.18703277,4.542111465
113.5324156,22.18730716,5.103367401
113.5324156,22.18758154,5.621034924
113.5324156,22.18785593,6.105618136
113.5324156,22.18813032,6.524850172
113.5324156,22.18840471,6.902105645
113.5324156,22.1886791,7.236904637
113.5324156,22.18895349,7.502723157
113.5324156,22.18922788,7.699560505
113.5324156,22.18950227,7.834785061
113.5324156,22.18977666,7.949263268
113.5324156,22.19005105,8.052193328
113.5324156,22.19032543,8.084202984
113.5324156,22.19059982,8.043600066
113.5324156,22.19087421,7.930385979
113.5324156,22.1911486,7.744559318
113.5324156,22.19142299,7.486121488
113.5324156,22.19169738,7.155071084
113.5324156,22.19197177,6.751701104
113.5324156,22.19224616,6.294430937
113.5324156,22.19252055,5.768409381
113.5324156,22.19279493,5.178128204
113.5324156,22.19306932,4.51523305
113.5324156,22.19334371,3.805448327
113.5324156,22.1936181,3.155270558
113.5324156,22.19389249,2.745980167
113.5324156,22.19416688,2.346796648
113.5324156,22.19444127,1.949434415
113.5324156,22.19471566,1.558496749
113.5324156,22.19499005,1.196726186
113.5326736,22.18456327,1.044449192
113.5326736,22.18483766,1.391292503
113.5326736,22.18511204,1.720993793
113.5326736,22.18538643,2.123541386
113.5326736,22.18566082,2.493413742
113.5326736,22.18593521,2.830611212
113.5326736,22.1862096,3.280818776
113.5326736,22.18648399,3.81645416
113.5326736,22.18675838,4.431787003
113.5326736,22.18703277,5.07541746
113.5326736,22.18730716,5.666717155
113.5326736,22.18758154,6.234653787
113.5326736,22.18785593,6.733534543
113.5326736,22.18813032,7.165352949
113.5326736,22.18840471,7.554380856
113.5326736,22.1886791,7.862968825
113.5326736,22.18895349,8.109554606
113.5326736,22.18922788,8.282841267
113.5326736,22.18950227,8.447541568
113.5326736,22.18977666,8.558305249
113.5326736,22.19005105,8.621574479
113.5326736,22.19032543,8.653584135
113.5326736,22.19059982,8.612981217
113.5326736,22.19087421,8.499765726
113.5326736,22.1911486,8.313940469
113.5326736,22.19142299,8.05990064
113.5326736,22.19169738,7.748321561
113.5326736,22.19197177,7.360509033
113.5326736,22.19224616,6.896446217
113.5326736,22.19252055,6.356142936
113.5326736,22.19279493,5.749291724
113.5326736,22.19306932,5.086395166
113.5326736,22.19334371,4.374917781
113.5326736,22.1936181,3.713548603
113.5326736,22.19389249,3.241850486
113.5326736,22.19416688,2.838457672
113.5326736,22.19444127,2.442127668
113.5326736,22.19471566,2.023377771
113.5326736,22.19499005,1.600086285
113.5326736,22.19526443,1.293202528
113.5326736,22.19553882,1.065282876
113.5329317,22.18456327,1.15157656
113.5329317,22.18483766,1.498419872
113.5329317,22.18511204,1.893068147
113.5329317,22.18538643,2.296100571
113.5329317,22.18566082,2.720550596
113.5329317,22.18593521,3.122892499
113.5329317,22.1862096,3.660926361
113.5329317,22.18648399,4.26490824
113.5329317,22.18675838,4.968542331
113.5329317,22.18703277,5.649376253
113.5329317,22.18730716,6.296945464
113.5329317,22.18758154,6.875693173
113.5329317,22.18785593,7.374572524
113.5329317,22.18813032,7.842521086
113.5329317,22.18840471,8.261708535
113.5329317,22.1886791,8.595426877
113.5329317,22.18895349,8.842011255
113.5329317,22.18922788,9.009358444
113.5329317,22.18950227,9.140349939
113.5329317,22.18977666,9.19487498
113.5329317,22.19005105,9.183300547
113.5329317,22.19032543,9.189817061
113.5329317,22.19059982,9.125900201
113.5329317,22.19087421,9.016541363
113.5329317,22.1911486,8.857448828
113.5329317,22.19142299,8.622114424
113.5329317,22.19169738,8.310535345
113.5329317,22.19197177,7.922722818
113.5329317,22.19224616,7.458660001
113.5329317,22.19252055,6.91835672
113.5329317,22.19279493,6.324017818
113.5329317,22.19306932,5.660017778
113.5329317,22.19334371,4.979839642
113.5329317,22.1936181,4.268661568
113.5329317,22.19389249,3.811471132
113.5329317,22.19416688,3.445203568
113.5329317,22.19444127,3.072743269
113.5329317,22.19471566,2.6349339
113.5329317,22.19499005,2.185834939
113.5329317,22.19526443,1.760515217
113.5329317,22.19553882,1.45438964
113.5329317,22.19581321,1.186284916
113.5331898,22.18456327,1.236220472
113.5331898,22.18483766,1.601011617
113.5331898,22.18511204,2.083405756
113.5331898,22.18538643,2.547791364
113.5331898,22.18566082,2.974794569
113.5331898,22.18593521,3.474142233
113.5331898,22.1862096,4.084861969
113.5331898,22.18648399,4.749031711
113.5331898,22.18675838,5.506111712
113.5331898,22.18703277,6.208702782
113.5331898,22.18730716,6.867324461
113.5331898,22.18758154,7.44607217
113.5331898,22.18785593,7.988239864
113.5331898,22.18813032,8.496226137
113.5331898,22.18840471,9.112931315
113.5331898,22.1886791,9.625098435
113.5331898,22.18895349,10.01019531
113.5331898,22.18922788,10.30674036
113.5331898,22.18950227,10.49196775
113.5331898,22.18977666,10.54649279
113.5331898,22.19005105,10.47031829
113.5331898,22.19032543,10.31635328
113.5331898,22.19059982,10.16267138
113.5331898,22.19087421,9.911834581
113.5331898,22.1911486,9.54118893
113.5331898,22.19142299,9.11687468
113.5331898,22.19169738,8.805295601
113.5331898,22.19197177,8.417483073
113.5331898,22.19224616,7.967589006
113.5331898,22.19252055,7.460025169
113.5331898,22.19279493,6.872584554
113.5331898,22.19306932,6.309151066
113.5331898,22.19334371,5.691124907
113.5331898,22.1936181,5.032699065
113.5331898,22.19389249,4.491159467
113.5331898,22.19416688,4.111492884
113.5331898,22.19444127,3.742003345
113.5331898,22.19471566,3.306332818
113.5331898,22.19499005,2.82465651
113.5331898,22.19526443,2.327435057
113.5331898,22.19553882,1.943476376
113.5331898,22.19581321,1.624340911
113.5331898,22.1960876,1.327819424
113.5331898,22.19636199,1.24322706
113.5331898,22.19663638,1.206253438
113.5331898,22.19691077,1.13297423
113.5331898,22.19718516,1.099503623
113.5331898,22.19745955,1.102677151
113.5331898,22.19773394,1.094067427
113.5331898,22.19800832,1.097349049
113.5331898,22.19828271,1.107909232
113.5331898,22.1985571,1.093056979
113.5331898,22.19883149,1.05278808
113.5331898,22.19910588,1.027230976
113.5331898,22.19938027,1.065940975
113.5331898,22.19965466,1.117419148
113.5331898,22.19992905,1.160261254
113.5331898,22.20020344,1.159536377
113.5331898,22.20047782,1.170568173
113.5331898,22.20075221,1.146071833
113.5331898,22.2010266,1.092022587
113.5331898,22.20130099,1.051021794
113.5334479,22.18456327,1.302190858
113.5334479,22.18483766,1.795441657
113.5334479,22.18511204,2.299764952
113.5334479,22.18538643,2.785531586
113.5334479,22.18566082,3.243838194
113.5334479,22.18593521,3.818509497
113.5334479,22.1862096,4.509080427
113.5334479,22.18648399,5.219157388
113.5334479,22.18675838,5.976238792
113.5334479,22.18703277,6.708418583
113.5334479,22.18730716,7.367040263
113.5334479,22.18758154,8.022587686
113.5334479,22.18785593,8.915971166
113.5334479,22.18813032,9.68227738
113.5334479,22.18840471,10.32151194
113.5334479,22.1886791,10.83367906
113.5334479,22.18895349,11.22679762
113.5334479,22.18922788,11.54272876
113.5334479,22.18950227,11.72795475
113.5334479,22.18977666,11.78248119
113.5334479,22.19005105,11.72045579
113.5334479,22.19032543,11.56149275
113.5334479,22.19059982,11.32285044
113.5334479,22.19087421,11.03047679
113.5334479,22.1911486,10.65110633
113.5334479,22.19142299,10.16065183
113.5334479,22.19169738,9.564334839
113.5334479,22.19197177,8.90412549
113.5334479,22.19224616,8.445495353
113.5334479,22.19252055,7.998477578
113.5334479,22.19279493,7.543827518
113.5334479,22.19306932,7.067583488
113.5334479,22.19334371,6.509429856
113.5334479,22.1936181,5.87247907
113.5334479,22.19389249,5.196648905
113.5334479,22.19416688,4.785155114
113.5334479,22.19444127,4.412717005
113.5334479,22.19471566,3.99044582
113.5334479,22.19499005,3.491929959
113.5334479,22.19526443,2.973774741
113.5334479,22.19553882,2.539209158
113.5334479,22.19581321,2.171381936
113.5334479,22.1960876,1.891766958
113.5334479,22.19636199,1.778818937
113.5334479,22.19663638,1.689368974
113.5334479,22.19691077,1.668841883
113.5334479,22.19718516,1.61964009
113.5334479,22.19745955,1.526874822
113.5334479,22.19773394,1.497308641
113.5334479,22.19800832,1.445303506
113.5334479,22.19828271,1.454040298
113.5334479,22.1985571,1.439187694
113.5334479,22.19883149,1.539016682
113.5334479,22.19910588,1.631340568
113.5334479,22.19938027,1.714955028
113.5334479,22.19965466,1.760053163
113.5334479,22.19992905,1.775073857
113.5334479,22.20020344,1.774350384
113.5334479,22.20047782,1.73005642
113.5334479,22.20075221,1.649892696
113.5334479,22.2010266,1.589090069
113.5334479,22.20130099,1.533009637
113.5334479,22.20157538,1.496520524
113.5334479,22.20184977,1.416803037
113.5334479,22.20212416,1.332598108
113.5334479,22.20239855,1.24332109
113.5334479,22.20267294,1.128786774
113.533706,22.18456327,1.437543507
113.533706,22.18483766,1.976470659
113.533706,22.18511204,2.514156847
113.533706,22.18538643,3.016031841
113.533706,22.18566082,3.504790172
113.533706,22.18593521,4.17178612
113.533706,22.1862096,4.87548348
113.533706,22.18648399,5.621830939
113.533706,22.18675838,6.398978346
113.533706,22.18703277,7.137473997
113.533706,22.18730716,8.13172095
113.533706,22.18758154,9.118754187
113.533706,22.18785593,10.01213626
113.533706,22.18813032,10.77844248
113.533706,22.18840471,11.41767704
113.533706,22.1886791,11.92984416
113.533706,22.18895349,12.35044168
113.533706,22.18922788,12.68406038
113.533706,22.18950227,12.88334603
113.533706,22.18977666,13.04133436
113.533706,22.19005105,13.13404408
113.533706,22.19032543,13.10263509
113.533706,22.19059982,12.92805738
113.533706,22.19087421,12.56586605
113.533706,22.1911486,12.07955807
113.533706,22.19142299,11.45028448
113.533706,22.19169738,10.82863104
113.533706,22.19197177,10.18085476
113.533706,22.19224616,9.545705615
113.533706,22.19252055,8.876187213
113.533706,22.19279493,8.446162667
113.533706,22.19306932,7.940444468
113.533706,22.19334371,7.403042741
113.533706,22.1936181,6.820431742
113.533706,22.19389249,6.151041203
113.533706,22.19416688,5.672574619
113.533706,22.19444127,5.274304417
113.533706,22.19471566,4.807506297
113.533706,22.19499005,4.253567194
113.533706,22.19526443,3.655642239
113.533706,22.19553882,3.226319907
113.533706,22.19581321,2.910524894
113.533706,22.1960876,2.624734401
113.533706,22.19636199,2.421457749
113.533706,22.19663638,2.33454769
113.533706,22.19691077,2.257319203
113.533706,22.19718516,2.171420323
113.533706,22.19745955,2.077762145
113.533706,22.19773394,1.941428492
113.533706,22.19800832,1.830357543
113.533706,22.19828271,1.813699006
113.533706,22.1985571,1.978738238
113.533706,22.19883149,2.114629106
113.533706,22.19910588,2.242577529
113.533706,22.19938027,2.334874749
113.533706,22.19965466,2.379972183
113.533706,22.19992905,2.37787404
113.533706,22.20020344,2.371598881
113.533706,22.20047782,2.366117747
113.533706,22.20075221,2.309811039
113.533706,22.2010266,2.225028158
113.533706,22.20130099,2.150084529
113.533706,22.20157538,2.110895255
113.533706,22.20184977,2.031176364
113.533706,22.20212416,1.907889087
113.533706,22.20239855,1.755298044
113.533706,22.20267294,1.629715442
113.533706,22.20294732,1.467827956
113.533706,22.20322171,1.269651755
113.533706,22.2034961,1.087571928
113.5339641,22.18428888,1.088110147
113.5339641,22.18456327,1.577909888
113.5339641,22.18483766,2.160671757
113.5339641,22.18511204,2.706113733
113.5339641,22.18538643,3.24070674
113.5339641,22.18566082,3.780505048
113.5339641,22.18593521,4.480375872
113.5339641,22.1862096,5.184073232
113.5339641,22.18648399,5.957053769
113.5339641,22.18675838,6.828766391
113.5339641,22.18703277,8.009088378
113.5339641,22.18730716,9.092190257
113.5339641,22.18758154,10.10250095
113.5339641,22.18785593,10.99588302
113.5339641,22.18813032,11.76219064
113.5339641,22.18840471,12.41612164
113.5339641,22.1886791,12.95323771
113.5339641,22.18895349,13.6422161
113.5339641,22.18922788,14.22887921
113.5339641,22.18950227,14.70964948
113.5339641,22.18977666,15.0781938
113.5339641,22.19005105,15.26004592
113.5339641,22.19032543,15.23858171
113.5339641,22.19059982,15.05479744
113.5339641,22.19087421,14.69528387
113.5339641,22.1911486,14.15179926
113.5339641,22.19142299,13.59600799
113.5339641,22.19169738,12.91342463
113.5339641,22.19197177,12.15642144
113.5339641,22.19224616,11.22065904
113.5339641,22.19252055,10.31566206
113.5339641,22.19279493,9.520387066
113.5339641,22.19306932,9.013400007
113.5339641,22.19334371,8.415627268
113.5339641,22.1936181,7.744283786
113.5339641,22.19389249,7.041974542
113.5339641,22.19416688,6.53130258
113.5339641,22.19444127,6.10502776
113.5339641,22.19471566,5.647324309
113.5339641,22.19499005,5.100435329
113.5339641,22.19526443,4.554350255
113.5339641,22.19553882,4.063012344
113.5339641,22.19581321,3.66044902
113.5339641,22.1960876,3.361650043
113.5339641,22.19636199,3.18692152
113.5339641,22.19663638,3.043729256
113.5339641,22.19691077,2.934586985
113.5339641,22.19718516,2.802899419
113.5339641,22.19745955,2.616752774
113.5339641,22.19773394,2.453773849
113.5339641,22.19800832,2.3294023
113.5339641,22.19828271,2.3742265
113.5339641,22.1985571,2.515807994
113.5339641,22.19883149,2.681247908
113.5339641,22.19910588,2.82074281
113.5339641,22.19938027,2.91304003
113.5339641,22.19965466,2.993223402
113.5339641,22.19992905,3.044460183
113.5339641,22.20020344,3.041237886
113.5339641,22.20047782,3.017358736
113.5339641,22.20075221,2.999257492
113.5339641,22.2010266,2.927136824
113.5339641,22.20130099,2.800558481
113.5339641,22.20157538,2.68672451
113.5339641,22.20184977,2.607007725
113.5339641,22.20212416,2.483719746
113.5339641,22.20239855,2.316866189
113.5339641,22.20267294,2.109574675
113.5339641,22.20294732,1.947685786
113.5339641,22.20322171,1.749493417
113.5339641,22.2034961,1.528953754
113.5339641,22.20377049,1.314199391
113.5339641,22.20404488,1.085217601
113.5342221,22.18428888,1.165648794
113.5342221,22.18456327,1.725077015
113.5342221,22.18483766,2.314085974
113.5342221,22.18511204,2.889252427
113.5342221,22.18538643,3.436793949
113.5342221,22.18566082,4.004830169
113.5342221,22.18593521,4.731150219
113.5342221,22.1862096,5.434847579
113.5342221,22.18648399,6.364425694
113.5342221,22.18675838,7.653807586
113.5342221,22.18703277,8.860347612
113.5342221,22.18730716,9.953382658
113.5342221,22.18758154,10.97383077
113.5342221,22.18785593,11.8755868
113.5342221,22.18813032,12.67410336
113.5342221,22.18840471,13.65605018
113.5342221,22.1886791,14.55004238
113.5342221,22.18895349,15.34986402
113.5342221,22.18922788,16.09863209
113.5342221,22.18950227,16.68710845
113.5342221,22.18977666,17.08110097
113.5342221,22.19005105,17.29303161
113.5342221,22.19032543,17.29438452
113.5342221,22.19059982,17.11385903
113.5342221,22.19087421,16.84114849
113.5342221,22.1911486,16.41006051
113.5342221,22.19142299,15.81119897
113.5342221,22.19169738,15.21762149
113.5342221,22.19197177,14.44507737
113.5342221,22.19224616,13.46778643
113.5342221,22.19252055,12.45618522
113.5342221,22.19279493,11.29370759
113.5342221,22.19306932,10.11846856
113.5342221,22.19334371,9.437192521
113.5342221,22.1936181,8.794791799
113.5342221,22.19389249,8.019084586
113.5342221,22.19416688,7.361332624
113.5342221,22.19444127,6.940911552
113.5342221,22.19471566,6.442633896
113.5342221,22.19499005,5.975457606
113.5342221,22.19526443,5.433500693
113.5342221,22.19553882,4.926826751
113.5342221,22.19581321,4.533929181
113.5342221,22.1960876,4.187192911
113.5342221,22.19636199,3.935257389
113.5342221,22.19663638,3.792065827
113.5342221,22.19691077,3.607855986
113.5342221,22.19718516,3.453380768
113.5342221,22.19745955,3.245841869
113.5342221,22.19773394,3.05291439
113.5342221,22.19800832,3.012555027
113.5342221,22.19828271,3.00155276
113.5342221,22.1985571,3.062665984
113.5342221,22.19883149,3.21765875
113.5342221,22.19910588,3.370874323
113.5342221,22.19938027,3.531029263
113.5342221,22.19965466,3.640323485
113.5342221,22.19992905,3.690093672
113.5342221,22.20020344,3.689673019
113.5342221,22.20047782,3.674269566
113.5342221,22.20075221,3.653185367
113.5342221,22.2010266,3.581065401
113.5342221,22.20130099,3.454487058
113.5342221,22.20157538,3.277098959
113.5342221,22.20184977,3.144295014
113.5342221,22.20212416,3.021007737
113.5342221,22.20239855,2.85415418
113.5342221,22.20267294,2.643732938
113.5342221,22.20294732,2.395425194
113.5342221,22.20322171,2.197232825
113.5342221,22.2034961,1.976703952
113.5342221,22.20377049,1.801928356
113.5342221,22.20404488,1.60851891
113.5342221,22.20431927,1.375175286
113.5342221,22.20459366,1.110644479
113.5342221,22.21172777,1.018709432
113.5342221,22.21200216,1.073417973
113.5342221,22.21227655,1.106343022
113.5342221,22.21255094,1.117483878
113.5342221,22.21282533,1.106841945
113.5342221,22.21309972,1.074416169
113.5342221,22.2133741,1.020207253
113.5344802,22.18428888,1.242538673
113.5344802,22.18456327,1.83995067
113.5344802,22.18483766,2.44884529
113.5344802,22.18511204,3.043586599
113.5344802,22.18538643,3.59112742
113.5344802,22.18566082,4.192605126
113.5344802,22.18593521,4.924109863
113.5344802,22.1862096,5.756535672
113.5344802,22.18648399,7.070466798
113.5344802,22.18675838,8.395867974
113.5344802,22.18703277,9.602409403
113.5344802,22.18730716,10.71229976
113.5344802,22.18758154,11.7565344
113.5344802,22.18785593,12.85410221
113.5344802,22.18813032,14.09445672
113.5344802,22.18840471,15.15691961
113.5344802,22.1886791,16.18392934
113.5344802,22.18895349,17.12325442
113.5344802,22.18922788,17.95639832
113.5344802,22.18950227,18.58947037
113.5344802,22.18977666,19.01197313
113.5344802,22.19005105,19.22390377
113.5344802,22.19032543,19.23116619
113.5344802,22.19059982,19.15642282
113.5344802,22.19087421,18.93002935
113.5344802,22.1911486,18.53571074
113.5344802,22.19142299,18.07568103
113.5344802,22.19169738,17.42392152
113.5344802,22.19197177,16.63932492
113.5344802,22.19224616,15.76683828
113.5344802,22.19252055,14.7490974
113.5344802,22.19279493,13.53129542
113.5344802,22.19306932,12.16526747
113.5344802,22.19334371,10.63738437
113.5344802,22.1936181,9.854737565
113.5344802,22.19389249,9.102325141
113.5344802,22.19416688,8.419410297
113.5344802,22.19444127,7.848428959
113.5344802,22.19471566,7.375836795
113.5344802,22.19499005,6.880929557
113.5344802,22.19526443,6.351764998
